2020-09-07 19:50:49.983852: LOGGING STARTED
-1.00,7.45,6.25
-1.01,7.45,6.26
-1.01,7.45,6.27
-1.00,7.45,6.27
-1.00,7.45,6.26
-1.00,7.45,6.26
-1.00,7.45,6.26
-1.00,7.45,6.26
-1.00,7.45,6.26
-1.00,7.45,6.26
-1.00,7.45,6.26
-1.01,7.45,6.26
-1.00,7.45,6.26
-1.01,7.45,6.26
-1.00,7.45,6.26
-1.00,7.45,6.26
-1.01,7.45,6.26
-1.00,7.45,6.26
-1.00,7.45,6.26
-1.00,7.45,6.26
-1.00,7.45,6.26
-0.99,7.46,6.25
-1.00,7.45,6.26
-0.99,7.45,6.26
-0.99,7.45,6.26
-0.99,7.45,6.26
-1.00,7.45,6.26
-1.00,7.45,6.26
-0.99,7.45,6.27
-0.99,7.45,6.26
-1.00,7.45,6.26
-0.99,7.45,6.26
-0.99,7.45,6.26
-0.99,7.45,6.26
-0.99,7.45,6.26
-0.99,7.45,6.26
-0.99,7.45,6.26
-0.99,7.45,6.26
-0.99,7.45,6.26
-0.98,7.45,6.26
-0.90,7.66,6.03
-0.77,7.97,5.64
-0.93,7.43,6.29
-1.05,7.40,6.33
-1.13,7.23,6.51
-0.94,7.64,6.03
-1.01,7.44,6.30
-0.99,7.55,6.13
-1.02,7.33,6.36
-1.08,7.29,6.46
-1.01,7.45,6.25
-0.84,7.62,6.09
-0.84,7.39,6.34
-0.82,7.40,6.35
-0.97,7.18,6.59
-0.81,7.32,6.45
-0.56,7.63,6.08
-0.11,7.49,6.33
-0.36,7.70,6.15
-0.19,7.83,5.90
0.07,7.85,5.90
-0.73,7.94,5.73
-0.83,8.06,5.48
-1.03,7.91,5.67
-1.41,7.88,5.72
-1.73,7.81,5.68
-1.52,7.82,5.69
-1.55,7.87,5.64
-1.26,7.77,5.75
-1.06,7.82,5.87
-1.18,7.59,6.12
-1.09,7.53,6.06
-1.07,7.58,6.14
-1.17,7.57,6.08
-1.19,7.66,6.08
-1.21,7.53,6.09
-1.21,7.59,6.05
-1.13,7.55,6.03
-1.10,7.64,6.01
-1.21,7.70,5.91
-1.13,7.72,5.99
-1.17,7.64,5.85
-1.15,7.72,6.05
-1.07,7.63,5.90
-1.02,7.68,6.03
-1.09,7.67,5.91
-0.97,7.68,6.12
-1.07,7.52,6.17
-1.07,7.63,5.99
-1.03,7.73,5.93
-1.03,7.74,5.79
-1.22,7.77,5.84
-0.99,7.71,5.97
-0.84,7.63,6.03
-0.99,7.59,6.08
-1.18,7.55,6.15
-1.11,7.40,6.32
-1.10,7.46,6.31
-1.04,7.54,6.27
-1.01,7.68,5.96
-1.04,7.41,6.36
-0.99,7.39,6.24
-0.97,7.35,6.40
-1.12,7.26,6.50
-1.05,7.27,6.35
-1.25,7.68,6.00
-1.22,7.71,5.84
-1.15,7.35,6.23
-1.27,7.30,6.36
-1.28,7.69,6.10
-1.49,7.60,5.86
-0.92,7.67,5.99
-0.70,7.67,6.02
-0.79,7.66,6.16
-0.91,7.49,6.16
-1.22,7.41,6.27
-1.45,7.53,6.20
-1.37,7.44,6.03
-1.21,7.51,6.27
-1.10,7.64,5.97
-1.01,7.76,5.94
-0.97,7.83,5.79
-1.18,7.40,6.30
-1.10,7.20,6.55
-1.37,7.17,6.39
-1.40,7.40,6.28
-1.37,7.32,6.36
-1.35,7.37,6.39
-1.25,7.52,6.24
-1.11,7.37,6.07
-1.20,7.27,6.45
-1.23,7.19,6.53
-1.48,7.14,6.73
-1.78,6.45,7.18
-1.69,6.39,7.33
-1.69,6.40,7.40
-1.63,6.49,7.27
-1.57,6.69,7.04
-1.60,6.59,7.16
-1.28,7.33,6.35
-1.18,7.56,6.11
-1.19,7.56,6.11
-1.19,7.55,6.10
-1.18,7.56,6.10
-1.18,7.56,6.10
-1.19,7.56,6.10
-1.19,7.56,6.10
-1.18,7.55,6.10
-1.19,7.56,6.10
-1.18,7.56,6.10
-1.18,7.56,6.10
-1.19,7.56,6.10
-1.19,7.56,6.10
-1.18,7.56,6.10
-1.19,7.55,6.10
-1.19,7.56,6.10
-1.19,7.56,6.10
-1.18,7.56,6.10
-1.09,7.76,5.88
-0.96,8.03,5.55
-1.07,7.80,5.81
-1.02,7.93,5.67
-0.88,8.24,5.33
-0.88,8.25,5.31
-0.91,8.18,5.39
-0.87,8.17,5.41
-0.91,7.96,5.62
-0.93,7.95,5.73
-0.95,7.81,5.75
-0.86,7.79,5.88
-1.00,7.81,5.73
-1.04,7.76,5.89
-1.15,7.68,6.04
-1.28,7.58,6.10
-1.47,7.42,6.15
-1.43,7.55,6.13
-1.27,7.70,5.94
-1.06,7.77,5.82
-1.15,7.59,5.95
-1.36,7.62,6.23
-1.42,7.37,6.16
-1.37,7.39,6.18
-1.11,7.32,6.33
-1.11,7.58,6.25
-1.24,7.47,6.19
-1.03,7.41,6.23
-0.94,7.48,6.30
-0.96,7.28,6.42
-0.94,7.28,6.34
-1.17,7.29,6.56
-1.19,7.12,6.64
-1.22,7.17,6.58
-1.07,7.36,6.27
-0.94,7.78,5.89
-0.85,7.89,5.83
-0.77,7.77,5.81
-0.78,7.94,5.71
-0.79,7.85,5.67
-0.91,7.81,5.89
-1.14,7.61,6.04
-1.29,7.38,6.30
-1.13,7.56,6.15
-1.00,7.82,5.84
-1.08,7.76,5.74
-1.07,7.80,5.99
-1.13,7.31,6.40
-1.13,7.17,6.45
-1.32,7.30,6.58
-1.14,7.29,6.28
-1.27,7.27,6.56
-1.48,6.92,6.83
-1.62,6.85,6.93
-1.52,6.75,6.97
-1.33,7.09,6.62
-1.19,7.28,6.43
-1.30,7.06,6.67
-1.32,7.10,6.61
-1.46,6.81,6.92
-1.28,7.24,6.46
-1.12,7.63,6.01
-1.11,7.65,6.00
-1.11,7.65,6.00
-1.12,7.65,6.00
-0.97,7.93,5.67
-0.93,8.06,5.54
-1.06,7.81,5.81
-1.36,7.10,6.61
-1.26,7.33,6.35
-1.15,7.62,6.02
-1.14,7.63,6.02
-1.14,7.63,6.02
-1.14,7.63,6.02
-1.14,7.63,6.02
-1.15,7.63,6.02
-1.14,7.63,6.02
-1.14,7.63,6.02
-1.14,7.63,6.02
-1.14,7.63,6.02
-1.15,7.63,6.02
-1.14,7.63,6.02
-1.14,7.63,6.02
-1.14,7.63,6.03
-1.14,7.63,6.02
-1.14,7.63,6.02
-1.14,7.63,6.02
-1.15,7.63,6.02
-1.14,7.63,6.02
-1.14,7.63,6.02
-1.15,7.63,6.02
-1.14,7.63,6.02
-1.14,7.63,6.02
-1.14,7.63,6.01
-1.01,7.89,5.72
-1.11,7.66,5.97
-1.26,7.35,6.35
-1.14,7.63,6.01
-1.14,7.64,6.01
-1.14,7.64,6.01
-1.14,7.64,6.01
-1.14,7.64,6.01
-1.14,7.64,6.01
-1.14,7.64,6.01
-1.00,7.93,5.69
-0.59,8.80,4.67
-0.59,8.78,4.70
-0.81,8.17,5.41
-0.73,8.22,5.39
-0.86,7.71,5.93
-0.80,7.59,6.12
-0.66,7.60,6.08
-0.82,7.53,6.25
-0.73,7.71,5.94
-0.77,7.68,6.01
-0.74,7.80,5.88
-0.92,7.65,6.06
-1.01,7.50,6.18
-1.08,7.39,6.36
-1.05,7.32,6.38
-1.15,6.98,6.80
-0.96,6.95,6.88
-0.38,7.08,6.78
-0.23,7.19,6.63
0.11,7.09,6.87
-0.81,7.49,6.32
-1.46,7.92,5.48
-1.63,7.75,5.79
-1.38,7.59,6.06
-1.66,7.75,5.84
-1.51,7.38,6.20
-0.93,7.48,6.23
-1.21,7.64,5.95
-1.35,7.69,5.95
