2020-09-08 07:32:28.121464: LOGGING STARTED
-1.22,7.50,6.06
-1.22,7.46,6.20
-1.22,7.46,6.20
-1.22,7.46,6.20
-1.22,7.46,6.20
-1.22,7.46,6.20
-1.22,7.46,6.20
-1.22,7.46,6.20
-1.23,7.46,6.19
-1.22,7.46,6.20
-1.23,7.46,6.20
-1.22,7.46,6.20
-1.22,7.46,6.20
-1.22,7.46,6.20
-1.22,7.46,6.19
-1.22,7.46,6.20
-1.20,7.51,6.13
-0.99,7.95,5.63
-1.03,7.96,5.62
-1.16,7.77,5.83
-1.17,7.67,5.96
-1.11,7.67,5.94
-1.14,7.50,6.15
-1.20,7.40,6.23
-1.32,7.40,6.31
-1.31,7.44,6.23
-1.24,7.48,6.15
-1.18,7.52,6.14
-1.13,7.49,6.20
-1.09,7.49,6.16
-1.09,7.48,6.17
-1.09,7.52,6.15
-1.09,7.45,6.24
-1.11,7.34,6.34
-1.09,7.38,6.35
-1.10,7.46,6.21
-1.05,7.64,6.00
-1.09,7.42,6.27
-0.62,7.52,6.29
0.01,7.67,6.10
0.38,7.38,6.60
0.67,7.66,6.21
0.26,7.97,5.82
-0.63,8.09,5.48
-0.65,8.17,5.39
-0.68,8.11,5.54
-0.75,7.92,5.61
-0.88,7.86,5.85
-0.99,7.71,5.90
-1.11,7.40,6.34
-1.19,7.20,6.38
-1.16,7.19,6.52
-1.18,7.30,6.34
-1.12,7.44,6.24
-1.07,7.55,6.21
-1.02,7.47,6.10
-0.96,7.27,6.44
-1.31,7.03,6.62
-1.32,6.91,6.71
-1.39,7.12,6.62
-1.43,6.50,7.37
-1.26,6.79,6.98
-1.21,7.16,6.62
-1.11,7.29,6.39
-1.23,7.11,6.64
-1.22,6.86,6.80
-1.15,6.91,6.90
-1.06,7.10,6.64
-1.18,6.98,6.74
-1.48,7.11,6.59
-1.45,6.90,6.84
-1.49,7.21,6.48
-1.55,7.61,5.96
-1.37,7.89,5.65
-1.29,7.44,6.24
-0.84,7.68,5.91
-0.65,8.18,5.20
-0.57,7.99,5.28
-0.70,7.70,5.63
-0.85,7.91,6.19
-0.92,7.72,6.69
-0.81,7.29,6.63
-1.13,7.25,7.24
-1.09,7.08,6.89
-1.79,6.34,7.06
-2.06,6.60,7.01
-1.65,7.09,6.61
-1.10,7.38,6.26
-0.76,7.01,6.78
-1.02,6.76,7.02
-0.54,7.75,5.94
-0.44,7.98,5.66
-0.82,7.24,6.51
-0.80,7.24,6.50
-0.65,7.58,6.14
-0.65,7.59,6.12
-0.65,7.58,6.12
-0.66,7.58,6.12
-0.65,7.58,6.12
-0.65,7.59,6.12
-0.59,7.74,5.95
-0.60,7.74,5.94
-0.81,7.27,6.47
-0.68,7.55,6.15
-0.68,7.57,6.13
-0.67,7.57,6.13
-0.68,7.57,6.13
-0.68,7.57,6.13
-0.67,7.58,6.13
-0.37,8.27,5.34
-0.45,8.11,5.47
-0.53,7.97,5.66
-0.39,7.82,5.83
-0.39,7.71,6.02
-0.38,7.93,5.85
-0.60,7.85,5.89
-0.90,7.58,6.10
-0.82,7.62,6.09
-0.79,7.85,5.77
-1.08,7.42,6.24
-1.06,7.56,6.05
-1.04,7.41,6.19
-1.06,7.53,6.05
-0.88,7.92,5.67
-0.79,7.91,5.77
-0.71,7.68,5.81
-0.86,7.60,6.02
-0.80,7.19,6.35
-0.91,7.10,6.36
-0.84,7.27,6.67
-0.56,7.18,6.58
-0.60,7.13,6.88
-0.83,6.54,7.40
-1.07,6.51,7.39
-1.52,6.46,7.37
-1.09,7.22,6.55
-1.35,6.98,6.71
-1.29,7.08,6.58
-1.57,6.92,6.77
-1.38,7.40,6.21
-1.30,7.59,6.02
-1.39,7.34,6.33
-1.62,6.97,6.69
-1.53,7.10,6.55
-1.64,6.91,6.76
-1.70,6.77,6.88
-1.41,7.37,6.27
-1.40,7.38,6.24
-1.40,7.38,6.25
-1.40,7.38,6.24
-1.40,7.38,6.24
-1.40,7.38,6.25
-1.40,7.38,6.24
-1.40,7.37,6.24
-1.40,7.38,6.25
-1.40,7.37,6.24
-1.40,7.37,6.24
