2020-09-04 18:48:00.306978: LOGGING STARTED
-0.76,7.41,6.27
-0.93,7.46,6.31
-1.05,7.40,6.44
-1.08,7.44,6.34
-0.80,7.42,6.49
-0.79,7.36,6.41
-0.92,7.45,6.33
-1.05,7.39,6.53
-0.74,7.38,6.31
-0.63,7.49,6.22
-0.63,7.48,6.23
-0.70,7.37,6.30
-0.74,7.50,5.99
-1.03,7.44,6.19
-0.77,7.35,6.50
-0.89,7.35,6.42
-1.10,7.43,6.11
-0.94,7.46,6.11
-0.57,7.54,6.18
-0.62,7.38,6.30
-0.66,7.48,6.50
-0.77,7.47,6.34
-0.95,7.39,6.17
-0.70,7.44,6.37
-0.19,7.75,6.19
-0.32,7.36,6.50
-0.55,7.33,6.41
-0.54,7.10,6.64
-0.78,7.25,6.31
-0.73,7.47,6.26
-1.14,7.47,6.13
-0.80,7.51,5.94
-1.02,7.79,6.10
-0.61,7.56,5.96
-0.73,7.30,6.21
-0.69,7.43,6.52
-0.71,7.34,6.27
-0.86,7.77,6.12
-1.07,7.68,5.98
-0.79,7.60,6.12
-0.60,7.51,6.06
-0.94,7.16,6.85
-1.06,7.22,6.36
-1.41,7.31,6.37
-0.88,7.53,6.41
-1.23,7.39,6.38
-1.31,7.53,6.23
-1.63,7.59,5.89
-1.37,7.42,6.57
-1.41,7.53,6.06
-1.22,7.69,6.14
-1.41,7.57,6.00
-2.23,7.43,5.90
-2.30,7.39,6.29
-1.72,7.30,6.06
-2.09,7.36,6.32
-1.32,7.58,5.88
-1.14,7.52,6.06
-0.88,7.62,6.26
-0.75,7.77,5.85
-0.33,7.47,6.19
-1.02,7.39,5.81
-0.55,7.39,6.54
-1.16,7.72,5.75
-1.26,7.33,6.45
-1.07,7.07,6.63
-0.85,7.67,5.97
-1.61,7.44,6.43
-0.38,7.05,6.18
-1.77,7.42,6.21
-2.75,7.36,5.92
-2.05,7.47,6.34
-1.85,7.49,5.97
-1.62,7.56,6.57
-0.64,7.58,6.15
-1.17,7.41,6.05
-0.32,7.15,7.10
-0.67,7.47,5.40
-1.29,7.76,5.34
-0.22,7.79,6.68
-1.17,7.84,6.12
-1.11,8.65,5.37
-1.48,9.08,4.68
-0.65,8.00,5.72
-0.51,8.17,5.34
-0.29,7.44,3.32
-1.23,6.87,5.90
-0.93,6.87,7.13
-1.57,6.45,7.53
-1.11,7.55,6.16
-0.84,7.83,5.79
-0.71,7.79,5.73
-0.67,8.11,5.61
-0.51,8.20,5.59
-1.91,7.60,9.11
-1.10,8.42,4.95
-1.61,8.50,4.15
-2.05,8.10,6.02
-1.47,8.71,4.50
-0.90,8.60,4.79
