2020-09-07 07:44:57.078578: LOGGING STARTED
0.18,8.08,5.48
0.17,8.08,5.40
0.14,8.09,5.47
0.23,8.04,5.40
0.90,7.94,5.51
2.20,7.82,5.65
1.34,8.01,5.34
1.39,8.05,5.08
1.94,8.51,4.98
1.27,7.92,5.51
1.21,8.13,5.71
0.91,7.97,5.86
0.50,8.06,6.03
0.19,7.79,5.70
0.03,8.36,5.86
0.15,7.95,5.49
0.24,8.01,5.47
-0.06,8.02,5.50
0.25,7.92,5.49
-0.05,8.05,5.37
-0.06,8.23,5.51
0.06,8.27,5.53
0.04,8.10,5.26
-0.43,8.12,5.20
0.53,8.26,5.35
0.88,7.70,5.47
0.66,7.80,5.69
1.32,7.65,5.80
1.39,7.82,5.64
1.01,8.09,5.68
0.36,8.01,5.39
-0.01,7.92,5.15
0.16,8.29,5.30
0.08,8.20,5.57
0.24,7.55,5.41
0.15,7.95,5.85
0.49,8.18,5.44
0.01,7.68,5.46
-0.06,8.07,5.77
-0.24,8.03,5.40
-1.12,8.35,5.45
-0.39,8.01,5.42
-0.65,8.17,5.22
-0.92,8.23,5.66
-0.75,8.56,5.76
-1.08,8.27,5.14
-0.77,8.16,5.44
-1.61,8.41,5.30
-0.12,8.14,5.38
-0.20,8.16,5.21
-0.17,7.99,5.61
-0.32,8.11,5.48
-0.35,8.13,5.36
0.68,7.96,5.49
-0.51,8.14,5.37
0.10,8.05,5.48
-0.04,8.26,5.65
0.18,8.03,5.40
0.19,8.06,5.51
0.19,8.06,5.48
0.18,8.06,5.48
0.19,8.01,5.44
0.18,8.04,5.50
0.20,8.03,5.46
0.15,8.08,5.52
0.19,8.06,5.51
0.19,8.07,5.42
0.21,8.03,5.46
0.21,8.02,5.44
0.15,8.07,5.49
0.17,8.02,5.41
0.20,8.03,5.46
0.18,8.09,5.49
0.16,8.10,5.51
0.20,8.02,5.47
0.17,8.08,5.49
0.16,8.05,5.41
0.21,8.04,5.46
0.19,8.02,5.48
0.18,8.03,5.40
0.20,8.02,5.44
0.20,8.02,5.48
0.20,8.05,5.46
0.22,8.01,5.42
0.19,8.04,5.48
0.19,8.03,5.42
0.23,8.04,5.41
0.13,8.08,5.48
0.15,8.03,5.37
0.15,8.08,5.51
0.20,8.04,5.48
0.18,8.07,5.49
0.17,8.07,5.52
0.20,8.05,5.46
0.16,8.09,5.49
0.19,8.02,5.37
0.20,8.06,5.47
0.19,8.02,5.46
0.19,8.07,5.47
0.18,8.04,5.41
0.13,8.07,5.53
0.21,8.01,5.44
0.17,8.04,5.47
0.15,8.06,5.50
0.23,8.05,5.42
0.20,8.02,5.45
0.21,8.02,5.43
0.21,8.04,5.48
0.12,8.09,5.46
0.13,8.08,5.53
0.20,8.06,5.49
0.19,7.99,5.40
0.15,8.07,5.50
0.21,8.03,5.42
0.17,8.04,5.48
0.16,8.05,5.50
0.17,8.01,5.44
0.15,8.05,5.46
0.17,8.02,5.41
0.18,8.06,5.45
0.19,8.01,5.42
0.16,8.06,5.52
0.19,8.03,5.46
0.16,8.08,5.50
0.20,8.03,5.40
